"id","soiltype","taxgrsc","x","y","uhdicm_a","lhdicm_a","sndmht_a","sltmht_a","clymht_a","uhdicm_b","lhdicm_b","sndmht_b","sltmht_b","clymht_b","uhdicm_c","lhdicm_c","sndmht_c","sltmht_c","clymht_c","uhdicm_d","lhdicm_d","sndmht_d","sltmht_d","clymht_d","uhdicm_e","lhdicm_e","sndmht_e","sltmht_e","clymht_e"
"id2541","L","Parabraunerde",577579.479229757,5711616.5269725,0,10,21,71,10,10,30,19,69,14.5,30,50,19,69,14.5,50,70,19,69,14.5,70,90,19,69,14.5
"id2542","Q","Regosol",577582.485063753,5712916.99382059,0,10,45,34,20,10,30,25.85,39.95,28.2,30,50,28.125,21.25,12.5,50,70,NA,NA,NA,70,90,NA,NA,NA
"id2543","Q","Regosol",577584.490366831,5714049.52948483,0,10,57.5,21.5,21,10,30,54.05,20.21,19.74,30,50,42.3,31.96,18.8,50,70,NA,NA,NA,70,90,NA,NA,NA
"id1546","L","Parabraunerde",577584.500860811,5716006.72700454,0,10,19,69,14.5,10,30,19,69,14.5,30,50,19,69,14.5,50,70,19,69,14.5,70,90,19,69,14.5
"id3228","S","Pseudogley",577586.465208116,5709535.38000845,0,10,35,45,20,10,30,32.9,42.3,18.8,30,50,27.5,42.5,30,50,70,27.5,42.5,30,70,90,27.5,42.5,30
"id1547","B","Braunerde",577586.467760616,5710006.18702595,0,10,32.9,42.3,18.8,10,30,32.9,42.3,18.8,30,50,32.9,42.3,18.8,50,70,32.9,42.3,18.8,70,90,32.9,42.3,18.8
"id1548","K","Kolluvisol",577588.445384155,5706037.81348743,0,10,19,69,14.5,10,30,19,69,14.5,30,50,16.5,66.5,21,50,70,16.5,66.5,21,70,90,16.5,66.5,21
"id1549","L","Parabraunerde",577593.492333115,5715080.10684056,0,10,16.5,66.5,21,10,30,19,69,14.5,30,50,19,69,14.5,50,70,6.5,76.5,23.5,70,90,16.5,66.5,21
"id1550","K","Kolluvisol",577599.493052111,5715658.8694583,0,10,19,69,14.5,10,30,19,69,14.5,30,50,19,69,14.5,50,70,19,69,14.5,70,90,19,69,14.5
"id1551","L","Parabraunerde",577601.473173799,5712101.3280406,0,10,21,71,10,10,30,19,69,14.5,30,50,19,69,14.5,50,70,19,69,14.5,70,90,19,69,14.5
"id1552","S","Pseudogley",577602.464454933,5710557.96073043,0,10,35,45,20,10,30,35,45,20,30,50,35,45,20,50,70,20,40,40,70,90,20,40,40
"id2544","S","Pseudogley",577609.452440546,5708845.66257726,0,10,45,34,20,10,30,57.5,21.5,21,30,50,45,34,20,50,70,16.5,66.5,21,70,90,16.5,66.5,21
"id3229","G","Gley",577616.443245882,5707656.15010476,0,10,16.5,66.5,21,10,30,19,69,14.5,30,50,19,69,14.5,50,70,19,69,14.5,70,90,19,69,14.5
"id1553","L","Parabraunerde",577617.450383931,5709045.58058255,0,10,45,34,20,10,30,45,34,20,30,50,45,34,20,50,70,35,45,20,70,90,35,45,20
"id3230","G","Gley",577622.440104482,5707510.20989372,0,10,16.5,66.5,21,10,30,19,69,14.5,30,50,19,69,14.5,50,70,19,69,14.5,70,90,19,69,14.5
"id1554","K","Kolluvisol",577623.452517055,5709876.24003959,0,10,16.5,66.5,21,10,30,16.5,66.5,21,30,50,16.5,66.5,21,50,70,16.5,66.5,21,70,90,16.5,66.5,21
"id3459","G","Gley",577631.472644558,5714211.46259167,0,10,16.5,66.5,21,10,30,12.5,52.5,40,30,50,6.5,76.5,23.5,50,70,6.5,76.5,23.5,70,90,6.5,76.5,23.5
"id2545","Q","Regosol",577634.469983883,5713935.57568373,0,10,57.5,21.5,21,10,30,54.05,20.21,19.74,30,50,42.3,31.96,18.8,50,70,NA,NA,NA,70,90,NA,NA,NA
"id1555","L","Parabraunerde",577640.459612293,5712440.18876425,0,10,21,71,10,10,30,19,69,14.5,30,50,19,69,14.5,50,70,19,69,14.5,70,90,19,69,14.5
"id2546","L","Parabraunerde",577643.479693078,5716427.55370167,0,10,19,69,14.5,10,30,19,69,14.5,30,50,19,69,14.5,50,70,19,69,14.5,70,90,19,69,14.5
"id2549","G","Gley",577645.422477819,5705919.8616385,0,10,19,69,14.5,10,30,16.5,66.5,21,30,50,15.51,62.51,19.74,50,70,16.5,66.5,21,70,90,16.5,66.5,21
"id2548","B","Braunerde",577645.438888406,5708951.61893064,0,10,45,34,20,10,30,45,34,20,30,50,45,34,20,50,70,NA,NA,NA,70,90,NA,NA,NA
"id2547","S","Pseudogley",577645.447147796,5710484.99032716,0,10,57.5,21.5,21,10,30,54.05,20.21,19.74,30,50,54.05,20.21,19.74,50,70,45,34,20,70,90,45,34,20
"id2550","S","Pseudogley",577654.442614271,5710300.06607479,0,10,35,45,20,10,30,35,45,20,30,50,35,45,20,50,70,35,45,20,70,90,35,45,20
"id1556","L","Parabraunerde",577665.46150269,5714645.28433007,0,10,19,69,14.5,10,30,19,69,14.5,30,50,16.5,66.5,21,50,70,6.5,76.5,23.5,70,90,16.5,66.5,21
"id1558","L","Parabraunerde",577668.454607476,5713572.72412057,0,10,19,69,14.5,10,30,19,69,14.5,30,50,19,69,14.5,50,70,19,69,14.5,70,90,19,69,14.5
"id1557","L","Parabraunerde",577668.466963451,5715897.77065789,0,10,19,69,14.5,10,30,19,69,14.5,30,50,19,69,14.5,50,70,19,69,14.5,70,90,19,69,14.5
"id1559","K","Kolluvisol",577676.454955122,5714232.45350361,0,10,19,69,14.5,10,30,16.5,66.5,21,30,50,16.5,66.5,21,50,70,12.5,52.5,40,70,90,12.5,52.5,40
"id1560","Q","Regosol",577680.432181909,5710261.08187128,0,10,45,34,20,10,30,18.8,37.6,37.6,30,50,16.6,33.2,33.2,50,70,16.6,33.2,33.2,70,90,16.6,33.2,33.2
"id2551","B","Braunerde",577681.427585951,5709477.40315995,0,10,35,45,20,10,30,20,40,40,30,50,32.9,42.3,18.8,50,70,32.9,42.3,18.8,70,90,32.9,42.3,18.8
"id1561","L","Parabraunerde",577683.457859843,5715302.0148045,0,10,19,69,14.5,10,30,19,69,14.5,30,50,16.5,66.5,21,50,70,16.5,66.5,21,70,90,16.5,66.5,21
"id1562","L","Parabraunerde",577685.446900379,5713386.80019066,0,10,19,69,14.5,10,30,19,69,14.5,30,50,19,69,14.5,50,70,19,69,14.5,70,90,19,69,14.5
"id1564","L","Parabraunerde",577688.40559201,5705902.86846283,0,10,19,69,14.5,10,30,16.5,66.5,21,30,50,16.5,66.5,21,50,70,16.5,66.5,21,70,90,16.5,66.5,21
"id1563","L","Parabraunerde",577688.451624285,5714499.34392554,0,10,19,69,14.5,10,30,19,69,14.5,30,50,16.5,66.5,21,50,70,16.5,66.5,21,70,90,16.5,66.5,21
"id1565","K","Kolluvisol",577692.4569959,5715812.80521259,0,10,19,69,14.5,10,30,19,69,14.5,30,50,19,69,14.5,50,70,19,69,14.5,70,90,19,69,14.5
"id1566","S","Pseudogley",577693.445922264,5713797.63163763,0,10,35,45,20,10,30,35,45,20,30,50,20,40,40,50,70,20,40,40,70,90,32.9,42.3,18.8
"id2552","S","Pseudogley",577699.426490699,5710593.94525722,0,10,35,45,20,10,30,35,45,20,30,50,35,45,20,50,70,35,45,20,70,90,35,45,20
"id1567","B","Braunerde",577703.4200004,5709674.3222818,0,10,35,45,20,10,30,35,45,20,30,50,35,45,20,50,70,20,40,40,70,90,27.5,42.5,30
"id1569","B","Braunerde",577704.417381376,5709258.49276338,0,10,45,34,20,10,30,45,34,20,30,50,45,34,20,50,70,57.5,21.5,21,70,90,NA,NA,NA
"id1568","K","Kolluvisol",577704.451788683,5715727.83991499,0,10,19,69,14.5,10,30,19,69,14.5,30,50,19,69,14.5,50,70,19,69,14.5,70,90,19,69,14.5
"id2553","B","Braunerde",577708.416672489,5709419.42675606,0,10,35,45,20,10,30,20,40,40,30,50,32.9,42.3,18.8,50,70,32.9,42.3,18.8,70,90,32.9,42.3,18.8
"id2554","B","Braunerde",577712.412137696,5708865.65377474,0,10,45,34,20,10,30,45,34,20,30,50,45,34,20,50,70,NA,NA,NA,70,90,NA,NA,NA
"id2555","B","Braunerde",577722.412045467,5709582.35986191,0,10,35,45,20,10,30,20,40,40,30,50,32.9,42.3,18.8,50,70,32.9,42.3,18.8,70,90,32.9,42.3,18.8
"id3231","B","Braunerde",577723.435712289,5714109.50342547,0,10,54.05,20.21,19.74,10,30,37.5,16.5625,9.0625,30,50,55.195,19.505,8.3,50,70,55.195,19.505,8.3,70,90,55.195,19.505,8.3
"id2556","G","Gley",577726.412192208,5709904.22786299,0,10,16.5,66.5,21,10,30,14.1,56.4,28.2,30,50,14.1,56.4,28.2,50,70,16.5,66.5,21,70,90,16.5,66.5,21
"id0017","L","Parabraunerde",577726.442639251,5715646.87285966,0,10,19,69,14.5,10,30,19,69,14.5,30,50,19,69,14.5,50,70,19,69,14.5,70,90,19,69,14.5
"id2557","S","Pseudogley",577728.413804419,5710354.04341062,0,10,35,45,20,10,30,35,45,20,30,50,35,45,20,50,70,35,45,20,70,90,35,45,20
"id1570","L","Parabraunerde",577729.426976006,5712906.99652175,0,10,19,69,14.5,10,30,19,69,14.5,30,50,19,69,14.5,50,70,16.5,66.5,21,70,90,16.5,66.5,21
"id1571","L","Parabraunerde",577735.440407161,5715900.7686125,0,10,19,69,14.5,10,30,19,69,14.5,30,50,19,69,14.5,50,70,19,69,14.5,70,90,19,69,14.5
"id0018","L","Parabraunerde",577736.439232332,5715752.82928043,0,10,19,69,14.5,10,30,19,69,14.5,30,50,19,69,14.5,50,70,19,69,14.5,70,90,19,69,14.5
"id2558","S","Pseudogley",577737.4112601,5710540.96669819,0,10,35,45,20,10,30,35,45,20,30,50,20,40,40,50,70,20,40,40,70,90,20,40,40
"id3232","Q","Regosol",577741.408112467,5710245.0879935,0,10,42.3,31.96,18.8,10,30,32.9,42.3,18.8,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id0019","L","Parabraunerde",577755.431121338,5715642.87415328,0,10,19,69,14.5,10,30,19,69,14.5,30,50,19,69,14.5,50,70,19,69,14.5,70,90,19,69,14.5
"id2559","G","Gley",577768.374300122,5705893.87188969,0,10,19,69,14.5,10,30,15.51,62.51,19.74,30,50,15.51,62.51,19.74,50,70,16.5,66.5,21,70,90,16.5,66.5,21
"id3233","Q","Regosol",577786.386547472,5709514.38731668,0,10,32.9,42.3,18.8,10,30,22.825,35.275,24.9,30,50,28.125,21.25,12.5,50,70,28.125,21.25,12.5,70,90,28.125,21.25,12.5
"id1572","L","Parabraunerde",577787.384282893,5709161.53200432,0,10,45,34,20,10,30,45,34,20,30,50,45,34,20,50,70,35,45,20,70,90,35,45,20
"id1573","L","Parabraunerde",577796.396148407,5712075.33698688,0,10,21,71,10,10,30,21,71,10,30,50,19,69,14.5,50,70,19,69,14.5,70,90,19,69,14.5
"id3234","S","Pseudogley",577799.383981438,5709994.19047156,0,10,45,34,20,10,30,45,34,20,30,50,57.5,21.5,21,50,70,NA,NA,NA,70,90,NA,NA,NA
"id3235","Q","Regosol",577809.402027766,5714172.47668433,0,10,45,34,20,10,30,42.3,31.96,18.8,30,50,37.35,28.22,16.6,50,70,NA,NA,NA,70,90,NA,NA,NA
"id0020","L","Parabraunerde",577815.413508852,5716828.38708118,0,10,19,69,14.5,10,30,19,69,14.5,30,50,19,69,14.5,50,70,19,69,14.5,70,90,19,69,14.5
"id1574","S","Pseudogley",577828.351309065,5705976.83767597,0,10,19,69,14.5,10,30,15.51,62.51,19.74,30,50,15.51,62.51,19.74,50,70,20,40,40,70,90,20,40,40
"id1575","L","Parabraunerde",577830.395344233,5714483.34893543,0,10,19,69,14.5,10,30,19,69,14.5,30,50,16.5,66.5,21,50,70,16.5,66.5,21,70,90,16.5,66.5,21
"id2560","L","Parabraunerde",577836.386025737,5713153.89422856,0,10,19,69,14.5,10,30,19,69,14.5,30,50,16.5,66.5,21,50,70,16.5,66.5,21,70,90,16.5,66.5,21
"id1576","K","Kolluvisol",577841.385263131,5713385.7990516,0,10,19,69,14.5,10,30,19,69,14.5,30,50,19,69,14.5,50,70,19,69,14.5,70,90,19,69,14.5
"id1577","L","Parabraunerde",577847.361616726,5709329.46276282,0,10,45,34,20,10,30,45,34,20,30,50,45,34,20,50,70,35,45,20,70,90,35,45,20
"id1578","S","Pseudogley",577852.346474715,5706833.48632059,0,10,19,69,14.5,10,30,19,69,14.5,30,50,19,69,14.5,50,70,19,69,14.5,70,90,19,69,14.5
"id2561","S","Pseudogley",577854.384337273,5714193.4675945,0,10,35,45,20,10,30,32.9,42.3,18.8,30,50,37.35,28.22,16.6,50,70,57.5,21.5,21,70,90,NA,NA,NA
"id3460","N","Ranker",577855.374898375,5712460.17861012,0,10,45,34,20,10,30,37.35,28.22,16.6,30,50,37.35,28.22,16.6,50,70,37.35,28.22,16.6,70,90,37.35,28.22,16.6
"id3461","B","Braunerde",577857.358684544,5709518.38521673,0,10,45,34,20,10,30,12.5,52.5,40,30,50,27.5,42.5,30,50,70,27.5,42.5,30,70,90,27.5,42.5,30
"id1579","L","Parabraunerde",577866.383506959,5714947.15826038,0,10,19,69,14.5,10,30,19,69,14.5,30,50,16.5,66.5,21,50,70,16.5,66.5,21,70,90,16.5,66.5,21
"id1580","L","Parabraunerde",577867.377541396,5713875.59786042,0,10,19,69,14.5,10,30,19,69,14.5,30,50,19,69,14.5,50,70,19,69,14.5,70,90,12.5,52.5,40
"id2562","Q","Regosol",577874.351404483,5709403.43225405,0,10,45,34,20,10,30,42.3,31.96,18.8,30,50,27.5,42.5,30,50,70,NA,NA,NA,70,90,NA,NA,NA
"id0021","L","Parabraunerde",577875.383889944,5715708.84565214,0,10,19,69,14.5,10,30,19,69,14.5,30,50,21,71,10,50,70,19,69,14.5,70,90,19,69,14.5
"id3462","Q","Regosol",577889.379759736,5715983.73269625,0,10,45,34,20,10,30,NA,NA,NA,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id2563","Q","Regosol",577899.344924915,5710041.17051019,0,10,35,45,20,10,30,16.6,33.2,33.2,30,50,28.125,21.25,12.5,50,70,NA,NA,NA,70,90,NA,NA,NA
"id1581","B","Braunerde",577904.364610858,5714203.46296088,0,10,45,34,20,10,30,35,45,20,30,50,32.9,42.3,18.8,50,70,32.9,42.3,18.8,70,90,NA,NA,NA
"id1582","L","Parabraunerde",577907.355536391,5712682.0870992,0,10,19,69,14.5,10,30,19,69,14.5,30,50,19,69,14.5,50,70,16.5,66.5,21,70,90,16.5,66.5,21
"id2564","Q","Regosol",577909.341871334,5710209.10155653,0,10,35,45,20,10,30,54.05,20.21,19.74,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id1583","L","Parabraunerde",577910.35931349,5713638.6946104,0,10,19,69,14.5,10,30,19,69,14.5,30,50,19,69,14.5,50,70,19,69,14.5,70,90,12.5,52.5,40
"id1584","B","Braunerde",577921.359063553,5714431.36926976,0,10,16.5,66.5,21,10,30,45,34,20,30,50,37.35,28.22,16.6,50,70,NA,NA,NA,70,90,NA,NA,NA
"id1585","L","Parabraunerde",577923.362433583,5715238.03826115,0,10,16.5,66.5,21,10,30,19,69,14.5,30,50,19,69,14.5,50,70,6.5,76.5,23.5,70,90,6.5,76.5,23.5
"id1586","S","Pseudogley",577929.314443964,5706468.63564203,0,10,19,69,14.5,10,30,19,69,14.5,30,50,19,69,14.5,50,70,19,69,14.5,70,90,19,69,14.5
"id1587","B","Braunerde",577935.327175743,5709350.45359642,0,10,35,45,20,10,30,35,45,20,30,50,35,45,20,50,70,20,40,40,70,90,27.5,42.5,30
"id3236","B","Braunerde",577945.324529986,5709596.35266274,0,10,35,45,20,10,30,20,40,40,30,50,32.9,42.3,18.8,50,70,32.9,42.3,18.8,70,90,32.9,42.3,18.8
"id1588","L","Parabraunerde",577967.348442673,5715909.76209647,0,10,19,69,14.5,10,30,19,69,14.5,30,50,19,69,14.5,50,70,19,69,14.5,70,90,19,69,14.5
"id2565","S","Pseudogley",577968.329245418,5712252.26288801,0,10,45,34,20,10,30,45,34,20,30,50,37.35,28.22,16.6,50,70,37.35,28.22,16.6,70,90,37.35,28.22,16.6
"id2566","G","Gley",577971.315318854,5709789.27334881,0,10,16.5,66.5,21,10,30,15,60,30,30,50,15,60,30,50,70,12.5,42.5,55,70,90,12.5,42.5,55
"id2567","D","Pelosol",577974.348885593,5716539.50357122,0,10,19,69,14.5,10,30,20,40,40,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id1589","B","Braunerde",577976.311560337,5709443.41520041,0,10,35,45,20,10,30,35,45,20,30,50,35,45,20,50,70,20,40,40,70,90,27.5,42.5,30
"id0022","K","Kolluvisol",577980.34247427,5715750.82716284,0,10,19,69,14.5,10,30,19,69,14.5,30,50,19,69,14.5,50,70,16.5,66.5,21,70,90,16.5,66.5,21
"id1590","L","Parabraunerde",577987.331086665,5714068.51745129,0,10,16.5,66.5,21,10,30,19,69,14.5,30,50,19,69,14.5,50,70,12.5,52.5,40,70,90,12.5,52.5,40
"id2568","S","Pseudogley",578005.316060213,5712526.15017361,0,10,19,69,14.5,10,30,19,69,14.5,30,50,45,34,20,50,70,45,34,20,70,90,45,34,20
"id1591","L","Parabraunerde",578006.311241665,5711665.50330893,0,10,21,71,10,10,30,21,71,10,30,50,19,69,14.5,50,70,19,69,14.5,70,90,19,69,14.5
"id1592","L","Parabraunerde",578007.300663283,5709690.31370694,0,10,19,69,14.5,10,30,16.5,66.5,21,30,50,16.5,66.5,21,50,70,6.5,76.5,23.5,70,90,6.5,76.5,23.5
"id2569","Q","Regosol",578014.296509153,5709418.42520912,0,10,35,45,20,10,30,32.9,42.3,18.8,30,50,32.9,42.3,18.8,50,70,32.9,42.3,18.8,70,90,32.9,42.3,18.8
"id2570","Q","Regosol",578018.295098485,5709449.41247025,0,10,35,45,20,10,30,32.9,42.3,18.8,30,50,32.9,42.3,18.8,50,70,32.9,42.3,18.8,70,90,32.9,42.3,18.8
"id2571","K","Kolluvisol",578026.324057156,5715715.84096803,0,10,21,71,10,10,30,21,71,10,30,50,19,69,14.5,50,70,19,69,14.5,70,90,19,69,14.5
"id2572","L","Parabraunerde",578039.318308882,5715598.88881317,0,10,19,69,14.5,10,30,19,69,14.5,30,50,19,69,14.5,50,70,19,69,14.5,70,90,19,69,14.5
"id1593","S","Pseudogley",578041.276017,5707502.21120656,0,10,16.5,66.5,21,10,30,16.5,66.5,21,30,50,16.5,66.5,21,50,70,19,69,14.5,70,90,16.5,66.5,21
"id1594","B","Braunerde",578050.285127778,5709954.20514368,0,10,45,34,20,10,30,42.3,31.96,18.8,30,50,42.3,31.96,18.8,50,70,42.3,31.96,18.8,70,90,42.3,31.96,18.8
"id1595","K","Kolluvisol",578062.309966046,5715751.8257653,0,10,21,71,10,10,30,16.5,66.5,21,30,50,16.5,66.5,21,50,70,19,69,14.5,70,90,19,69,14.5
"id3237","Q","Regosol",578063.28133137,5710210.10005314,0,10,35,45,20,10,30,22.825,35.275,24.9,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id1596","L","Parabraunerde",578072.289834068,5712567.13274043,0,10,21,71,10,10,30,19,69,14.5,30,50,19,69,14.5,50,70,19,69,14.5,70,90,19,69,14.5
"id1597","L","Parabraunerde",578095.297879534,5715949.74412428,0,10,19,69,14.5,10,30,19,69,14.5,30,50,19,69,14.5,50,70,19,69,14.5,70,90,19,69,14.5
"id1599","B","Braunerde",578099.264215869,5709630.33770734,0,10,41,26.5,35,10,30,41,26.5,35,30,50,41,26.5,35,50,70,20,40,40,70,90,41,26.5,35
"id1598","L","Parabraunerde",578099.292466399,5715191.0555073,0,10,19,69,14.5,10,30,19,69,14.5,30,50,16.5,66.5,21,50,70,16.5,66.5,21,70,90,16.5,66.5,21
"id1600","S","Pseudogley",578107.242865256,5706079.794505,0,10,19,69,14.5,10,30,15.51,62.51,19.74,30,50,15.51,62.51,19.74,50,70,20,40,40,70,90,20,40,40
"id1601","S","Pseudogley",578110.240741304,5705894.87036496,0,10,19,69,14.5,10,30,19,69,14.5,30,50,19,69,14.5,50,70,19,69,14.5,70,90,19,69,14.5
"id0023","L","Parabraunerde",578111.289993841,5715643.86949119,0,10,19,69,14.5,10,30,19,69,14.5,30,50,16.5,66.5,21,50,70,19,69,14.5,70,90,19,69,14.5
"id1602","L","Parabraunerde",578116.273875636,5712844.01869135,0,10,19,69,14.5,10,30,19,69,14.5,30,50,19,69,14.5,50,70,16.5,66.5,21,70,90,16.5,66.5,21
"id3238","S","Pseudogley",578122.274808474,5713496.75071912,0,10,19,69,14.5,10,30,6.5,76.5,23.5,30,50,12.5,52.5,40,50,70,12.5,52.5,40,70,90,12.5,52.5,40
"id2573","S","Pseudogley",578123.25411086,5709497.39210627,0,10,27.5,42.5,30,10,30,35,45,20,30,50,37.35,28.22,16.6,50,70,37.35,28.22,16.6,70,90,37.35,28.22,16.6
"id1603","K","Kolluvisol",578123.255629401,5709795.26986535,0,10,16.5,66.5,21,10,30,16.5,66.5,21,30,50,16.5,66.5,21,50,70,16.5,66.5,21,70,90,16.5,66.5,21
"id3239","Q","Regosol",578131.269303479,5713110.90900282,0,10,16.5,66.5,21,10,30,35.9375,13.4375,13.125,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id1604","Q","Regosol",578132.253370202,5710046.16683989,0,10,45,34,20,10,30,18.8,37.6,37.6,30,50,16.6,33.2,33.2,50,70,16.6,33.2,33.2,70,90,16.6,33.2,33.2
"id2574","S","Pseudogley",578134.241130041,5707800.08854018,0,10,19,69,14.5,10,30,19,69,14.5,30,50,16.5,66.5,21,50,70,16.5,66.5,21,70,90,16.5,66.5,21
"id1605","L","Parabraunerde",578136.278662227,5715360.98532167,0,10,19,69,14.5,10,30,19,69,14.5,30,50,16.5,66.5,21,50,70,16.5,66.5,21,70,90,16.5,66.5,21
"id2575","Q","Regosol",578137.248770577,5709528.37929912,0,10,35,45,20,10,30,32.9,42.3,18.8,30,50,32.9,42.3,18.8,50,70,32.9,42.3,18.8,70,90,32.9,42.3,18.8
"id2576","L","Parabraunerde",578141.26635812,5713309.82725587,0,10,21,71,10,10,30,19,69,14.5,30,50,16.5,66.5,21,50,70,16.5,66.5,21,70,90,16.5,66.5,21
"id1606","L","Parabraunerde",578145.273329384,5715009.12965995,0,10,16.5,66.5,21,10,30,19,69,14.5,30,50,19,69,14.5,50,70,19,69,14.5,70,90,19,69,14.5
"id1607","L","Parabraunerde",578148.265033413,5713595.70983709,0,10,19,69,14.5,10,30,19,69,14.5,30,50,19,69,14.5,50,70,19,69,14.5,70,90,12.5,52.5,40
"id1608","L","Parabraunerde",578149.235902489,5707927.03637213,0,10,19,69,14.5,10,30,19,69,14.5,30,50,16.5,66.5,21,50,70,16.5,66.5,21,70,90,16.5,66.5,21
"id1609","L","Parabraunerde",578154.264769328,5714014.53784928,0,10,16.5,66.5,21,10,30,19,69,14.5,30,50,6.5,76.5,23.5,50,70,6.5,76.5,23.5,70,90,6.5,76.5,23.5
"id2577","S","Pseudogley",578159.229467036,5707433.23895608,0,10,19,69,14.5,10,30,19,69,14.5,30,50,19,69,14.5,50,70,16.5,66.5,21,70,90,16.5,66.5,21
"id2578","S","Pseudogley",578180.224575671,5708087.97016998,0,10,19,69,14.5,10,30,16.5,66.5,21,30,50,16.5,66.5,21,50,70,16.5,66.5,21,70,90,16.5,66.5,21
"id2580","S","Pseudogley",578187.219552752,5707639.15432258,0,10,19,69,14.5,10,30,19,69,14.5,30,50,16.5,66.5,21,50,70,16.5,66.5,21,70,90,16.5,66.5,21
"id2579","S","Pseudogley",578187.2203299,5707792.09155933,0,10,19,69,14.5,10,30,19,69,14.5,30,50,16.5,66.5,21,50,70,16.5,66.5,21,70,90,16.5,66.5,21
"id1610","L","Parabraunerde",578191.264317445,5716856.37070052,0,10,19,69,14.5,10,30,19,69,14.5,30,50,19,69,14.5,50,70,16.5,66.5,21,70,90,16.5,66.5,21
"id3240","G","Gley",578193.227863922,5709743.29072823,0,10,16.5,66.5,21,10,30,16.5,66.5,21,30,50,16.5,66.5,21,50,70,12.5,52.5,40,70,90,12.5,52.5,40
"id3463","Q","Regosol",578195.229445881,5710212.09829539,0,10,35,45,20,10,30,32.9,42.3,18.8,30,50,22.825,35.275,24.9,50,70,22.825,35.275,24.9,70,90,22.825,35.275,24.9
"id2581","B","Braunerde",578197.227534384,5709989.18977377,0,10,35,45,20,10,30,45,34,20,30,50,32.9,42.3,18.8,50,70,32.9,42.3,18.8,70,90,37.35,28.22,16.6
"id1611","G","Gley",578213.210409377,5707844.07009808,0,10,19,69,14.5,10,30,19,69,14.5,30,50,19,69,14.5,50,70,16.5,66.5,21,70,90,16.5,66.5,21
"id3464","Q","Regosol",578218.219547905,5710042.16788304,0,10,35,45,20,10,30,32.9,42.3,18.8,30,50,22.825,35.275,24.9,50,70,22.825,35.275,24.9,70,90,22.825,35.275,24.9
"idx144",NA,NA,578220.237447585,5713769.63770195,0,10,NA,NA,NA,10,30,12.5,52.5,40,30,50,12.5,42.5,55,50,70,12.5,42.5,55,70,90,12.5,42.5,55
"id1612","L","Parabraunerde",578225.198924838,5706504.61975801,0,10,19,69,14.5,10,30,19,69,14.5,30,50,19,69,14.5,50,70,19,69,14.5,70,90,19,69,14.5
"id3241","G","Gley",578226.235868362,5713928.57238792,0,10,16.5,66.5,21,10,30,12.5,52.5,40,30,50,12.5,42.5,55,50,70,12.5,42.5,55,70,90,12.5,42.5,55
"id1613","L","Parabraunerde",578227.205354894,5707929.03515634,0,10,19,69,14.5,10,30,19,69,14.5,30,50,16.5,66.5,21,50,70,16.5,66.5,21,70,90,16.5,66.5,21
"id1615","K","Kolluvisol",578233.242253472,5715769.81631833,0,10,19,69,14.5,10,30,16.5,66.5,21,30,50,16.5,66.5,21,50,70,16.5,66.5,21,70,90,16.5,66.5,21
"id1614","L","Parabraunerde",578233.245904622,5716506.51381571,0,10,19,69,14.5,10,30,19,69,14.5,30,50,19,69,14.5,50,70,16.5,66.5,21,70,90,16.5,66.5,21
"id1617","L","Parabraunerde",578237.222256314,5712072.33435413,0,10,21,71,10,10,30,21,71,10,30,50,19,69,14.5,50,70,19,69,14.5,70,90,19,69,14.5
"id1616","K","Kolluvisol",578237.240915208,5715819.79574775,0,10,19,69,14.5,10,30,19,69,14.5,30,50,19,69,14.5,50,70,16.5,66.5,21,70,90,16.5,66.5,21
"id3242","S","Pseudogley",578238.243152947,5716351.57737382,0,10,19,69,14.5,10,30,28.125,21.25,12.5,30,50,45,34,20,50,70,45,34,20,70,90,45,34,20
"id1618","S","Pseudogley",578243.195109137,5707141.35836243,0,10,16.5,66.5,21,10,30,16.5,66.5,21,30,50,16.5,66.5,21,50,70,16.5,66.5,21,70,90,16.5,66.5,21
"id1619","K","Kolluvisol",578244.231966324,5714575.30666019,0,10,19,69,14.5,10,30,19,69,14.5,30,50,19,69,14.5,50,70,19,69,14.5,70,90,19,69,14.5
"id1620","K","Kolluvisol",578246.226647464,5713664.68052763,0,10,19,69,14.5,10,30,19,69,14.5,30,50,12.5,52.5,40,50,70,12.5,52.5,40,70,90,12.5,52.5,40
"id1621","K","Kolluvisol",578250.2285692,5714369.39114244,0,10,45,34,20,10,30,20,40,40,30,50,19,69,14.5,50,70,20,40,40,70,90,20,40,40
"id1622","Q","Regosol",578252.205898606,5709985.1910354,0,10,45,34,20,10,30,22.825,35.275,24.9,30,50,35,45,20,50,70,35,45,20,70,90,35,45,20
"id3243","N","Ranker",578256.21108139,5711334.6370407,0,10,45,34,20,10,30,37.35,28.22,16.6,30,50,37.35,28.22,16.6,50,70,37.35,28.22,16.6,70,90,37.35,28.22,16.6
